,pw,x1,x2,x3
0,1,cCEN_USA,cTZ_USA,"""="""
1,1,cCEN_South,cTZ_USA,"""<"""
2,1,cCEN_West,cTZ_USA,"""<"""
3,1,cCEN_Northeast,cTZ_USA,"""<"""
4,1,cCEN_Northeast,cTZ_Eastern,"""<"""
5,1,cCEN_Midwest,cTZ_USA,"""<"""
6,1,cCEN_USA,cTZ_Eastern,""">"""
7,1,cCEN_USA,cTZ_Pacific,""">"""
8,1,cCEN_USA,cTZ_Central,""">"""
9,1,cCEN_USA,cTZ_Mountain,""">"""
10,1,cCEN_West,cTZ_Pacific,""">"""
11,1,cCEN_South,cTZ_Eastern,"""><"""
12,1,cCEN_South,cTZ_Central,"""><"""
13,1,cCEN_Midwest,cTZ_Mountain,"""><"""
14,1,cCEN_Midwest,cTZ_Central,"""><"""
15,1,cCEN_Midwest,cTZ_Eastern,"""><"""
16,1,cCEN_South,cTZ_Mountain,"""><"""
17,1,cCEN_West,cTZ_Mountain,"""><"""
18,1,cCEN_West,cTZ_Central,"""!"""
19,1,cCEN_South,cTZ_Pacific,"""!"""
20,1,cCEN_Northeast,cTZ_Pacific,"""!"""
21,1,cCEN_Northeast,cTZ_Central,"""!"""
22,1,cCEN_Northeast,cTZ_Mountain,"""!"""
23,1,cCEN_West,cTZ_Eastern,"""!"""
24,1,cCEN_Midwest,cTZ_Pacific,"""!"""
25,2,cCEN_USA,cTZ_USA,"""="""
26,2,cCEN_South,cTZ_USA,"""<"""
27,2,cCEN_West,cTZ_USA,"""<"""
28,2,cCEN_Northeast,cTZ_USA,"""<"""
29,2,cCEN_Northeast,cTZ_Eastern,"""<"""
30,2,cCEN_Midwest,cTZ_USA,"""<"""
31,2,cCEN_USA,cTZ_Eastern,""">"""
32,2,cCEN_USA,cTZ_Pacific,""">"""
33,2,cCEN_USA,cTZ_Central,""">"""
34,2,cCEN_USA,cTZ_Mountain,""">"""
35,2,cCEN_West,cTZ_Pacific,""">"""
36,2,cCEN_South,cTZ_Eastern,"""><"""
37,2,cCEN_South,cTZ_Central,"""><"""
38,2,cCEN_Midwest,cTZ_Mountain,"""><"""
39,2,cCEN_Midwest,cTZ_Central,"""><"""
40,2,cCEN_Midwest,cTZ_Eastern,"""><"""
41,2,cCEN_West,cTZ_Mountain,"""><"""
42,2,cCEN_West,cTZ_Central,"""!"""
43,2,cCEN_South,cTZ_Pacific,"""!"""
44,2,cCEN_Northeast,cTZ_Pacific,"""!"""
45,2,cCEN_Northeast,cTZ_Central,"""!"""
46,2,cCEN_Northeast,cTZ_Mountain,"""!"""
47,2,cCEN_West,cTZ_Eastern,"""!"""
48,2,cCEN_Midwest,cTZ_Pacific,"""!"""
49,2,cCEN_South,cTZ_Mountain,"""!"""
